"Group.1","sub_1","sub_2","sub_3","sub_4","sub_5","sub_6","sub_7","sub_8","sub_9","sub_10","sub_11","sub_12","sub_13","sub_14","sub_15","sub_16","sub_17","sub_18","sub_19","sub_20","sub_21","CV_ch"
1985,-0.0584492188367264,-0.160137113704717,-0.0559908919791616,-0.12828038001071,-0.210925677859277,-0.312222682721665,-0.207909571069447,-0.340990164225609,-0.394657548777961,-0.0236954092318476,-0.276233172240758,-0.177245983170387,-0.742315415793979,0.0119037046356668,-0.546752122203347,-0.345003786785465,-0.614154683402528,-0.929225719550929,0.290645899787105,0.0385035906620657,0.0548147682166143,-5.12832157826306
1986,0.0349986555061323,0.110642964103262,0.19555268565733,0.0392671151602241,0.101131471764399,0.11069464694083,-0.0326806987421001,0.239735961140442,0.0969514526700861,0.202704776283614,0.0292791292613671,0.0952059542576013,0.229847270430763,0.277550652881273,0.974139338903702,-0.0920303584247922,0.0620143478464552,0.875000308370153,0.335061809713409,0.311417466578843,0.32121882686129,4.51770377716428
1987,-0.0999567048305577,-0.316143300843469,-0.129295781249604,-0.108817906191336,-0.177748503171282,-0.362183211342101,-0.20502890045071,-0.491162358118878,-0.34764022824323,0.0379528415692907,-0.328992098323206,-0.227561014118408,-0.671027143974317,0.112416585873745,-0.544560720550034,-0.365870578280387,-0.590524525294987,-1.07943035398428,0.227379322424442,0.0454901481903606,-0.146654183842914,-5.76935861475186
1988,-0.0821208218928007,-0.130258882910605,0.027794635346127,-0.017565257291728,-0.0863203299807257,-0.25524056572354,-0.2764531018337,-0.519229716028108,-0.340976719286942,-0.14999432598919,-0.313800551119137,-0.461052479666076,-1.16860730171184,0.019417698473183,-1.10993938676275,-0.439385035906613,-0.816873151320934,-1.54140621723566,0.0718059636320503,-0.25282417720677,-0.284449509938139,-8.1274792343539
1989,-0.0356940918745689,-0.0940712754436287,0.0893729477966226,-0.0168629134318638,-0.0139130445508527,-0.255857799421251,-0.127216502983784,-0.408366698983851,-0.315815688393216,-0.0608172549135774,-0.178127551763014,-0.286894638553177,-0.893328226723589,0.0551780282565297,-0.721960395404589,-0.40120276694371,-0.682458425536002,-1.20430916451422,0.19350967172147,-0.262520074896946,-0.332301156758102,-5.95365702331532
1990,-0.0936326497383797,-0.259640637758811,-0.0683355659332317,-0.0585058355967703,-0.0593392984455714,-0.572582686372731,-0.174645312650329,-0.451676916890558,-0.431259112337991,-0.220495883875194,-0.132532064328473,-0.208675192484657,-1.12839435361915,0.440105511931517,-1.00569769363794,-0.530467587829987,-0.856334663025432,-1.71428493895506,-0.484224893118912,-0.453130450442435,-0.51169956359456,-8.97544978870465
1991,-0.101773868466562,-0.27104256248196,-0.208166751776832,-0.0628969032235672,-0.234471095848844,-0.333294355346036,-0.157433694249764,-0.459933342707793,-0.439979203516915,-0.530804328036768,-0.209203985622561,-0.255503297093666,-0.826742353036982,0.296292157283565,-0.768878790794302,-0.338045846007347,-0.540442745530483,-1.17271096835627,-0.815363617749278,-0.329999481938147,-0.360436602797041,-8.12083163729756
1992,-0.0703773463884903,-0.129030089526023,-0.161244162553016,-0.0183210108620413,-0.0903682433015799,-0.256943632403057,-0.186225968713998,-0.3904147455206,-0.549192440244032,-0.481177455921585,-0.118619143125693,-0.113364022330929,-0.664963229942989,0.227854582503788,-0.868798614554563,-0.396007223262469,-0.692850376334934,-1.56826784784772,-0.59749751453658,-0.291072930774608,-0.251149973973574,-7.6680313896147
1993,0.109983298672528,0.354332107253606,0.251075965136919,0.207828161349135,0.326233912329121,0.263485273475008,-0.0423335479589578,0.195102958626579,0.267100975189771,0.0244262464938167,0.0639221723073845,0.0872414933009558,1.18460270823003,0.669660694153563,0.55040951556281,0.206012601237936,0.342684473192759,0.383511077889381,-0.142655733094532,0.363469114878983,0.67776848555722,6.34386195378402
1994,-0.0766509521236836,-0.238221616994413,-0.246473355585331,-0.111126488502724,-0.0690656631068416,-0.320192941037167,-0.306583949456897,-0.486026884943374,-0.571924747814896,-0.158380143922518,-0.0871920307284653,-0.0870790439045125,-0.128012344673925,0.656528936221637,-0.531050654114753,-0.273878457754534,-0.183350602061884,-1.11873768061241,-0.415843318358879,-0.0487502374450176,0.187343132103292,-4.6146690448173
1995,0.214720974351005,0.349052440194696,0.174222105452721,0.235099677568161,0.390458657430379,0.331260962558937,0.0410540585212467,0.524056572354739,0.530746847840306,0.24065145044985,0.201944458835037,0.270252764846793,1.34819591125845,0.921980377790486,1.40083926020767,0.00692253988459924,0.467384675730288,1.34154251684319,0.0209401835912541,0.671159866488062,1.00739557969887,10.6898818818967
1996,0.000756740354798365,0.055907261993745,0.165086454656027,-0.0281578953860424,-0.00883788857722946,0.178349331576835,-0.10678537684066,0.28246841672895,0.13319740377001,0.157867386032574,0.0934639095908052,0.0945379011587354,0.653396265514102,1.30238431802089,0.406905147807967,-0.0396881020927269,0.268546121073515,0.303448195047807,-0.0557433324205467,0.830285772787934,1.40342068843021,6.0908087192277
1997,-0.0193704561658023,-0.0369306561870007,0.0964246331011886,-0.0615918807372157,-0.0750549515612274,0.111658118646048,-0.0927927727904027,0.132899764898581,-0.134513404233806,0.0690018921592719,0.0626510705378332,0.0371867267618384,0.955853975631379,1.20640398463572,0.203193234605575,0.122016518772341,0.159777307410508,0.77354319772449,-0.0967041398076337,0.258189571168138,0.464328727516747,4.13617046208657
1998,0.143653618908764,0.481304134380312,0.328399040845481,0.173186228435675,0.145101478449857,0.276141647979443,0.108207950029237,0.748517479653767,0.571743179468984,0.557886628330089,0.32486906603314,0.319755178768345,1.15452675049401,1.38651941375139,1.44147048157551,0.1032694637073,0.555880125420305,2.21763778595164,0.165053397375639,0.616751283436565,0.868117609909246,12.6879919429047
1999,-0.0251336476241921,-0.132040645653095,-0.185387695290825,-0.112715458225712,-0.0201741921318739,-0.129764257185663,-0.0658766223353754,0.243411610012887,-0.0150781903359555,0.0844888579696195,0.0285001862555722,-0.0117730790389632,0.0180385438021226,0.97208460690202,0.120085998268164,0.134770708289236,-0.096060632972914,-0.481530848116613,-0.0229707393729331,0.0411199263858771,0.434474302898477,0.778468732499861
2000,-0.0127984714708251,-0.0900368070614408,-0.151189692049223,-0.0579807429006987,-0.150268282032867,-0.174678986670994,-0.0690592490076704,0.0370231672328195,0.0501862555722707,0.0244326605930155,0.0648571506104606,0.0279520274720728,0.144729214001485,0.504280054371869,0.180014900445809,-0.0118309292796227,0.0350495982553687,-0.322844801002551,-0.0697982272416733,-0.0621464536198955,0.4907016531107,0.38659403932841
2001,-0.109486699378575,-0.192650552475966,-0.0328327869014227,-0.111986224488552,-0.339757917095301,-0.33431789755699,-0.178641173089398,-0.300631418724722,-0.206529306265857,-0.0501338326462699,-0.126699057867513,-0.040407344636946,-0.314030225208912,0.343212649590302,-0.462547581514581,-0.200899084017302,-0.372568131301548,-0.952729075851671,-0.477598758625113,-0.312060973413544,-0.0135304188653606,-4.78682581033524
2002,-0.0416250366960482,-0.100066854649104,-0.117329169102798,-0.0256535597016803,-0.0932360857219649,-0.213767617186796,-0.0798961162629466,-0.260849818801691,-0.113048991382875,-0.0884984100434999,-0.147904809834294,-0.292637107537307,-0.895877461102159,0.134753439560684,-0.853398979171446,-0.115952358044869,-0.449686695924823,-1.42581687253457,-0.356360319422135,-0.462135228946336,-0.23275902476089,-6.23174707726755
2003,0.0407974945541849,0.178493155416097,0.149414590102058,0.0772343884526479,0.0668657504372689,0.0311999052686744,-0.0856926116978404,-0.110834646990169,0.177189243062266,0.24679517067669,-0.062432251077449,-0.149300246449422,-0.531654936266086,0.579956680160945,-0.578405824988822,-0.0916862173343644,-0.289827732097868,-0.68561046188915,-0.169859161183849,-0.167833539324595,0.262342083644758,-1.11284916752403
2004,0.00405050363013436,0.0396714501044611,-0.075913700762534,-0.0852527525119943,-0.0135996171276257,-0.129749948810547,-0.150247189514428,-0.19141398816352,0.0774037453405417,0.163402630274069,-0.0379607358451896,-0.0793723803955489,-0.446472245452752,0.587634356875588,-0.585791166798678,-0.144828262494538,-0.462227369947975,-1.32560964779196,-0.327405718909512,-0.349866414049849,0.00402065339937862,-3.52952779895248
2005,0.050566784340716,0.0886400136176296,0.129559746100358,0.0208516196833939,0.118342843468847,0.0672080413067987,-0.0262611722506297,0.319239337176837,0.180912380938269,0.147542289882738,0.0996864492287083,0.162093907345867,0.857256319737895,0.66305182838828,0.881893861460377,0.293147768510227,0.479661261554622,0.517006490574982,0.477086740823528,0.534505263261774,1.20778412609132,7.26977590124254
2006,0.0841453336195017,0.161582752980713,0.0897242430746084,0.132645791240804,0.323007497095157,0.267873750792511,0.0418872746739312,0.43355276953403,0.187053634203924,0.0170996183611063,0.149794378782149,-0.00296664421733057,0.912648110184349,0.811964515229785,1.36563917731779,0.244954447561039,0.636247061232452,1.05628125331498,0.246238624225058,0.361844744262458,0.809170558297965,8.33038889176698
2007,-0.0829051922132864,-0.291809318699327,-0.145936051431197,-0.243575046193853,-0.296476685982969,-0.341400173180685,-0.221511531810231,-0.365994913125983,-0.343508438240852,-0.0544003187313825,-0.208486346603114,-0.155870010879299,-0.682667377151499,0.497681919887887,-0.804269199742464,-0.22657373623744,-0.576137207449236,-1.55181284645387,-0.424922722439722,-0.458017500622911,-0.15132229121486,-7.1299149885163
2008,-0.023669629487095,-0.163736040083179,-0.159700954960685,-0.111755810310418,-0.302624846740038,-0.274024625206909,-0.0631320046280193,-0.403616565151205,-0.644418500235587,-0.369284235871104,-0.310717342984075,-0.25105117217661,-0.9951694432315,-0.285832488399085,-1.11240511450398,-0.125554634556688,-0.399882695993902,-1.4441229582812,-0.52526217630384,-0.459772250139996,-0.35116415900057,-8.77689764824568
2009,-0.0464987652859076,-0.180704046063096,-0.351138009211633,-0.0772943356103312,-0.1292083274743,-0.409141448155598,-0.0387958022187904,-0.299248810307936,-0.413954612847455,-0.519851883648226,-0.252334485404235,-0.231036222391635,-0.980594883029034,-0.524341012983646,-0.906191949318749,-0.175225788625829,-0.495101355101801,-1.33481499024319,-0.459748443964209,-0.366141573970591,-0.287677158652787,-8.47904390450898
2010,0.0429673102968485,0.114115828763284,-0.0208059809007899,0.0786129263834028,0.0530162301378785,0.061377378458988,0.0493001231013705,-0.061286470937978,0.268194949143602,0.440723115673315,-0.239185088699594,-0.194243469336894,0.291495644579955,-0.305298169268077,0.0161102435630961,-0.0151101374837489,0.179933490725461,-0.326178282353558,-0.134767377891602,-0.219947971787839,-0.164668304728889,-0.0856440125617675
2011,0.0731672328342708,0.224577224520597,0.12448792052437,0.144994535680905,0.414320833240826,0.203389604718818,0.163984833122404,0.617781116398646,0.364005802292786,0.507469711883614,0.355769728905631,0.203355807350053,1.26646388245423,0.620506121764272,1.63637349299503,0.498686343149372,0.685265580710326,2.3252965904129,0.311091210957255,0.450783136839876,0.938720929945687,12.1304916407019
2012,-0.0494544315257936,-0.197112421889837,-0.23746302641868,-0.132616064358088,-0.09821799056141,-0.223217558843185,-0.0350462678577155,-0.318937997863612,-0.693111750876395,-0.301162185431615,-0.165393344632001,-0.165867371230792,-0.737274550581354,0.229271728377716,-0.694322412095975,-0.225021647584725,-0.307565923371241,-0.910740902463761,-0.166184869140031,-0.309453518750135,0.0153965516815894,-5.72349595541704
2013,-0.0480596116509617,-0.165790031996483,-0.146472492148892,-0.0558775351110293,-0.157634011500984,-0.187317969098858,-0.0526579040204067,-0.288209528884415,-0.397267100358449,-0.37481380610176,-0.100746255769613,-0.206033570408303,-0.999188123061872,-0.204535138162163,-0.961493325636444,-0.378382635553354,-0.492114481802462,-1.68697962536727,-0.311763581238278,-0.576224167832306,-0.457654363931068,-8.24921525963537
2014,-0.112527105736426,-0.395919892835201,-0.417650984194179,-0.111250083259941,-0.366441309759045,-0.536573070157888,-0.0880597843382463,-0.460605712988797,-0.532399958555044,-0.816148974854272,-0.31090951926327,-0.443870464800164,-1.51204530820981,-0.595748439030243,-1.0285922039091,-0.454036811995352,-0.642083521439128,-1.78566411829573,-0.695378764891191,-0.821969523161069,-0.723506069958086,-12.8513816216322
2015,-0.0507923879444557,-0.219206896636803,-0.440604208142452,-0.0653123049558711,-0.28292443451081,-0.299874184977708,-0.0927959798399929,-0.582610143651174,-0.554402909040658,-0.799438026233658,-0.401717128358463,-0.42615299600106,-1.58474073471039,-0.715687529757764,-1.02188268612609,-0.485981369508851,-0.756610099245848,-1.80208248531541,-0.599172211162009,-0.788949863947092,-0.623896466571398,-12.594835046638
