"","dt.tmp","P","ET","SWE_change","SM_change","inflow","CV_out_km3_mn","cum_gws"
"138",2013-09-15,0.300629300608254,2.07881903681511,0,-0.0724646509386329,1.270887748,1.08742030377984,-40.0284946462023
"139",2013-10-15,0.0660442577542689,1.68455913821948,0,-0.0666675517968258,1.132656578,0.74444522867712,-41.1921306255478
"140",2013-11-15,0.773907205994738,1.22942316780109,0,0.110640075223237,0.829749661,0.74963930001408,-41.6781763015915
"141",2013-12-15,0.411702740947675,0.956767203936813,0.0338448047444932,0.396323624472604,0.68845206,0.7177139882496,-42.6826711220473
"142",2014-01-15,0.465318197905897,1.12662472580908,0,-0.147784907050379,0.676148097,0.5718983256576,-43.0919429715577
"143",2014-02-15,4.14802352350063,1.2390980835878,0,1.47475121559008,0.735911437,0.83754216815616,-41.7593994783911
"144",2014-03-15,2.10424358494216,1.99659989701768,0,1.07725152332541,1.063616236,1.23336318809088,-42.8987542658829
"145",2014-04-15,1.02864939892939,2.14423013041355,0,-0.730795175480113,1.009864878,0.8936224805376,-43.1672974244246
"146",2014-05-15,0.0801885170134727,2.10736366386264,0,-1.144758611993,1.377054605,0.62173254094848,-43.2943918952292
"147",2014-06-15,4.564677476968e-05,2.31969895901271,0,-0.669920520984173,1.653255447,0.75074025719808,-44.0416094966811
"148",2014-07-15,0.0002988499052568,2.48858963491275,0,-0.31854275719002,1.709054381,0.78617395252224,-45.2884770960208
"149",2014-08-15,0.0211828342775863,2.31508622880858,0,-0.160538109043145,1.395669052,0.723757019904,-46.7499303494126
"150",2014-09-15,0.305536914723155,2.05126092955954,0,-0.0744209578193562,0.979749464,0.66962907159552,-48.1111130140252
"151",2014-10-15,0.386852165955544,1.72931617296941,0,0.0168451511884165,0.851844988,0.59066108264448,-49.2092382668719
"152",2014-11-15,1.56994022854546,1.16691377788074,0,0.565236032631805,0.766926058,0.67988754597888,-49.2844093368179
"153",2014-12-15,6.42464729424861,0.883702435220403,0,3.67574666222247,1.791249788,2.8491915621888,-48.477152914201
"154",2015-01-15,0.378783610120064,0.806824330672642,0,1.15571774315218,0.745926061,0.94768681798656,-50.2626721348923
"155",2015-02-15,2.15064958361235,1.32716550805164,0,0.296736004349917,1.166661155,1.42812006736896,-49.9973829760505
"156",2015-03-15,0.399874369941926,2.28228045282129,0,-1.29884437314678,0.757132227,0.78222763266048,-50.6060400914435
"157",2015-04-15,1.10541206425827,2.29132214266204,0,-1.78680551338157,0.857823666,0.67028475276288,-49.8176057432286
"158",2015-05-15,0.198651663454719,2.13314814675706,0,-1.05065139501496,1.258848983,0.70390553859072,-50.1465073871067
"159",2015-06-15,0.0433265923100601,2.44968942450954,0,-0.724357202582516,1.277733562,0.67641830756352,-51.2271977622872
"160",2015-07-15,0.0245852765330557,2.4436718491479,0,-0.481406119882143,1.440171777,0.74775299337216,-52.4724594313921
"161",2015-08-15,0.00305209100531697,2.23935693569332,0,-0.261215173738913,1.212558946,0.7337145659904,-53.9687047223315
"162",2015-09-15,0.049668768153905,1.95320174037319,0,-0.109864903688374,0.912870178,0.71317315150848,-55.5626757643709
"163",2015-10-15,0.341722323667376,1.65848090523489,0,-0.00774057496699321,0.814511606,0.59183054383104,-56.6490127088025
"164",2015-11-15,1.90232642057553,1.16763427963169,0,0.752541037219071,0.798666857,0.53499424084992,-56.4031889889276
"165",2015-12-15,3.30674049974687,0.826061190566514,7.40297131446e-08,1.37065735055818,1.597514422,0.899910169344,-54.5955628516792
"166",2016-01-15,5.59779606604157,0.935294156295295,0,3.18860073349797,2.667106426,2.32658431294464,-52.7811395623755
"167",2016-02-15,1.66036922342097,1.4323390304247,0.00038044835189964,1.75057619774711,1.483434662,1.65449643697152,-54.4751277904498
"168",2016-03-15,4.31408221554053,2.05385384616244,0,0.612878964135515,5.318599028,5.1870863752704,-52.6962657324776
"169",2016-04-15,1.38000007461757,2.60341040732842,0,-1.97013331053698,1.963210562,1.67578650233856,-51.66211869499
"170",2016-05-15,0.570600353653524,2.53511451757878,0,-2.22192042815102,2.072219232,1.24640830743552,-50.5789015061998
"171",2016-06-15,0.163338611745171,2.64591643873528,0,-1.65052571690961,1.897995545,1.14001425174528,-50.6529723230255
"172",2016-07-15,0,2.66787623971473,0,-0.896344374656653,2.080354349,1.50243712386048,-51.8465869629441
"173",2016-08-15,0,2.45413510049368,0,-0.40977351599455,1.706421371,1.50874927838208,-53.6932764548253
"174",2016-09-15,0,2.04187159331218,0,-0.174337672387566,1.180674657,1.28636326692864,-55.6664989856786
"175",2016-10-15,2.35853984461094,1.81788358759046,0,0.29964994493781,1.447602206,1.02293357165568,-55.0008240392516
"176",2016-11-15,1.55017399976802,1.13069268857194,0,1.00396893649438,1.232810052,1.2400325420544,-55.5925341546043
"177",2016-12-15,3.53778304020511,0.809805186624905,0,1.91563277288314,4.338317888,3.41488048932864,-53.8567516752358
"178",2017-01-15,7.69550513934684,0.856103509338119,2.42084135796399e-05,4.53684616516888,12.22198766,11.4425660676096,-50.7747988264192
"179",2017-02-15,6.06378414262101,1.06209414402769,0,3.22316216535456,17.50119134,18.8371058488013,-50.3321855019817
"180",2017-03-15,1.96545045489681,1.89999219798086,0,-1.00266645343055,8.792535918,9.739617728256,-50.2111426018912
"181",2017-04-15,2.26239914252546,2.31561052778147,0,-1.46119821374116,8.827523566,8.26300416678912,-48.2386363741952
"182",2017-05-15,0.12882613999164,2.89227737367711,0,-3.19612001926059,7.924650463,5.63544996516864,-45.5167670907887
"183",2017-06-15,0.0678264328678066,2.75455050971109,0,-2.72642852535659,5.864371834,3.14535393782784,-42.7580447461032
"184",2017-07-15,0,2.88770933913785,0,-1.3743014739282,3.816393752,1.89776638291968,-42.3528252422326
"185",2017-08-15,0,2.31338338084361,0,-0.594101406646168,2.704968236,1.95431154388992,-43.3214505243199
"186",2017-09-15,0.0815914749214273,2.08346885775207,0,-0.232278872718163,2.027344222,1.86343609135104,-44.9271409037834
"187",2017-10-15,0.174282136167192,1.8120320368688,0,-0.108607348780181,1.849521439,1.28959029476352,-45.8963523114684
"188",2017-11-15,1.73656345647914,1.19668661533741,0,0.461622909175356,1.716187421,1.27019142918144,-45.3721023876835
"189",2017-12-15,0.193608670130495,0.934916026386985,2.065321707295e-07,0.416405698905375,1.49153934,1.3111299104256,-46.3494062198031
"190",2018-01-15,3.42893809952969,0.983724928685886,0,1.4977561976808,1.83369942,1.61506015064064,-45.1833099772807
"191",2018-02-15,0.562324238780091,1.18456719943482,0,0.0834930156932572,1.136539885,1.11821040635904,-45.8707164749878
"192",2018-03-15,4.09479508706985,1.85141005498523,0,0.861159134223561,2.913278677,2.48373738796032,-44.058949288087
"193",2018-04-15,1.78417304766017,2.26885516458786,0,-0.141106406406045,3.910525164,3.36709894754304,-43.8590987821517
"194",2018-05-15,0.27521145223229,2.13657112734738,0,-1.73050140631203,2.394073717,1.34217445644288,-42.9380577903976
"195",2018-06-15,0.00547917408734872,2.33165635729595,0,-0.914588433568614,2.319811756,1.0885163678208,-43.1183511518584
"196",2018-07-15,0,2.6406362678157,0,-0.486996943949869,2.625517807,1.2727799018496,-43.9192525705739
"197",2018-08-15,0,2.4269562702894,0,-0.216323959061706,2.044827668,1.50350138247168,-45.5885585962732
"198",2018-09-15,0.0005836545500096,2.06088400852597,0,-0.120944735807141,1.3600345,1.39207228259328,-47.5599519970353
"199",2018-10-15,0.282708062818946,1.75564396085038,0,0.000982449419108633,1.347485265,1.0503253863936,-48.7367104658795
"200",2018-11-15,2.64628270727421,1.26787645258426,0,0.196672417502349,1.364751168,0.860459203584,-47.0506846642759
"201",2018-12-15,2.30640927038179,0.789245202634606,0,2.35655559086401,1.406418965,1.28973708905472,-47.7733943114474
"202",2019-01-15,3.93909041011726,0.900692020944999,0,2.28273750477719,2.519401237,2.77337720392704,-47.2717093939794
"203",2019-02-15,6.58508909274094,1.06819021832048,0.000229530949525301,3.10320898861246,6.926206032,5.8905735501312,-43.8226165572521
"204",2019-03-15,3.74468350661172,1.82461565223172,0,1.46671298996366,7.972050064,9.63733146614784,-45.0345430949836
"205",2019-04-15,0.645019036399164,2.45952428776484,0,-2.31547447494664,6.48845296,6.62860386828288,-44.6737247796855
"206",2019-05-15,3.2720957643084,2.51717080515138,0,-2.26727560316852,6.031498929,3.95451832292352,-39.5745436112835
"207",2019-06-15,0.00389285080272248,2.97483610070971,0,-1.72261536941338,5.82316278,3.40517249353728,-38.4048812053144
"208",2019-07-15,0,2.62764666826601,0,-1.9147109898968,3.305530993,1.7539593555456,-37.5662452462292
"209",2019-08-15,0.0108869520417756,2.41467357305392,0,-0.678416037381584,2.638457032,1.89329894332416,-38.5464577411839
"210",2019-09-15,0.137940666633099,2.06335209510467,0,-0.206507765871843,1.973354729,1.83837341270016,-40.1303800874838
